archive,family,member,instance_id,num_vars,declared_clauses,parsed_clauses,eligible,skip_reason,solver_status,solver_objective,support_count,has_nonzero_reduction,primal_residual,solver_runtime_seconds,wall_runtime_seconds,message
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0775.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0775.cnf,,,,,,ERROR,,,,,,0.000587582999969527,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0776.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0776.cnf,,,,,,ERROR,,,,,,0.001396374999899308,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0777.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0777.cnf,,,,,,ERROR,,,,,,0.001281833000007282,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0778.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0778.cnf,,,,,,ERROR,,,,,,0.0013363749999371066,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0779.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0779.cnf,,,,,,ERROR,,,,,,0.0005911250000281143,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-078.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-078.cnf,,,,,,ERROR,,,,,,0.000614374999940992,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0780.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0780.cnf,,,,,,ERROR,,,,,,0.0005871670000487939,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0781.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0781.cnf,,,,,,ERROR,,,,,,0.0005503749999888896,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0782.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0782.cnf,,,,,,ERROR,,,,,,0.001341959000001225,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0783.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0783.cnf,,,,,,ERROR,,,,,,0.0012856250000368163,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0784.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0784.cnf,,,,,,ERROR,,,,,,0.0005100419999735095,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0785.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0785.cnf,,,,,,ERROR,,,,,,0.0015981669999973747,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0786.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0786.cnf,,,,,,ERROR,,,,,,0.000467874999912965,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0787.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0787.cnf,,,,,,ERROR,,,,,,0.0014855409999654512,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0788.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0788.cnf,,,,,,ERROR,,,,,,0.0019207090000463722,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0789.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0789.cnf,,,,,,ERROR,,,,,,0.0005246249999117936,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-079.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-079.cnf,,,,,,ERROR,,,,,,0.0004750839999587697,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0790.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0790.cnf,,,,,,ERROR,,,,,,0.0013647920000039448,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0791.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0791.cnf,,,,,,ERROR,,,,,,0.0016191670000580416,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0792.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0792.cnf,,,,,,ERROR,,,,,,0.0014897080000082497,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0793.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0793.cnf,,,,,,ERROR,,,,,,0.0015885829999433554,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0794.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0794.cnf,,,,,,ERROR,,,,,,0.001267584000061106,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0795.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0795.cnf,,,,,,ERROR,,,,,,0.0014915840000639946,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0796.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0796.cnf,,,,,,ERROR,,,,,,0.0005647500000804939,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0797.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0797.cnf,,,,,,ERROR,,,,,,0.0011652910000066186,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0798.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0798.cnf,,,,,,ERROR,,,,,,0.0015507079999679263,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0799.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0799.cnf,,,,,,ERROR,,,,,,0.0015842079999401903,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-08.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-08.cnf,,,,,,ERROR,,,,,,0.0014527499999985594,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-080.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-080.cnf,,,,,,ERROR,,,,,,0.005094125000027816,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0800.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0800.cnf,,,,,,ERROR,,,,,,0.0008802500000228974,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0801.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0801.cnf,,,,,,ERROR,,,,,,0.0014395839999679083,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0802.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0802.cnf,,,,,,ERROR,,,,,,0.0012680419999924197,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0803.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0803.cnf,,,,,,ERROR,,,,,,0.0018788749999885113,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0804.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0804.cnf,,,,,,ERROR,,,,,,0.0009869160001017008,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0805.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0805.cnf,,,,,,ERROR,,,,,,0.0006839999999783686,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0806.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0806.cnf,,,,,,ERROR,,,,,,0.0006287910000537522,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0807.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0807.cnf,,,,,,ERROR,,,,,,0.00327233299992713,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0808.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0808.cnf,,,,,,ERROR,,,,,,0.0021385000000009313,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0809.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0809.cnf,,,,,,ERROR,,,,,,0.0005562920000556915,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-081.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-081.cnf,,,,,,ERROR,,,,,,0.0006670419999181831,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0810.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0810.cnf,,,,,,ERROR,,,,,,0.0005293749999282227,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0811.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0811.cnf,,,,,,ERROR,,,,,,0.0005942499999491702,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0812.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0812.cnf,,,,,,ERROR,,,,,,0.0006200000000262662,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0813.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0813.cnf,,,,,,ERROR,,,,,,0.0005702079999991838,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0814.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0814.cnf,,,,,,ERROR,,,,,,0.0012063750000379514,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0815.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0815.cnf,,,,,,ERROR,,,,,,0.00141145800000686,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0816.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0816.cnf,,,,,,ERROR,,,,,,0.0016906250000374712,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0817.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0817.cnf,,,,,,ERROR,,,,,,0.0005633329999454872,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0818.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0818.cnf,,,,,,ERROR,,,,,,0.0010995000000093569,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0819.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0819.cnf,,,,,,ERROR,,,,,,0.0005582919999369551,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-082.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-082.cnf,,,,,,ERROR,,,,,,0.0017934159999413168,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0820.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0820.cnf,,,,,,ERROR,,,,,,0.0015727919999335427,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0821.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0821.cnf,,,,,,ERROR,,,,,,0.0004964590000327007,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0822.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0822.cnf,,,,,,ERROR,,,,,,0.0005090829999971902,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0823.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0823.cnf,,,,,,ERROR,,,,,,0.0005217090000542157,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0824.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0824.cnf,,,,,,ERROR,,,,,,0.0005052909999676558,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0825.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0825.cnf,,,,,,ERROR,,,,,,0.0004708329998948102,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0826.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0826.cnf,,,,,,ERROR,,,,,,0.0004772500000171931,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0827.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0827.cnf,,,,,,ERROR,,,,,,0.0018123329999752968,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0828.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0828.cnf,,,,,,ERROR,,,,,,0.000523125000086111,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0829.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0829.cnf,,,,,,ERROR,,,,,,0.0012727090000907992,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-083.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-083.cnf,,,,,,ERROR,,,,,,0.001742082999953709,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0830.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0830.cnf,,,,,,ERROR,,,,,,0.001746207999985927,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0831.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0831.cnf,,,,,,ERROR,,,,,,0.0013464160000467018,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0832.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0832.cnf,,,,,,ERROR,,,,,,0.00125295800000913,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0833.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0833.cnf,,,,,,ERROR,,,,,,0.004811958999994204,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0834.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0834.cnf,,,,,,ERROR,,,,,,0.0014981670000224767,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0835.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0835.cnf,,,,,,ERROR,,,,,,0.0037860840000121243,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0836.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0836.cnf,,,,,,ERROR,,,,,,0.0018156670000735176,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0837.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0837.cnf,,,,,,ERROR,,,,,,0.0015754170000263912,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0838.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0838.cnf,,,,,,ERROR,,,,,,0.0012241660000427146,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0839.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0839.cnf,,,,,,ERROR,,,,,,0.0004867500000500513,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-084.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-084.cnf,,,,,,ERROR,,,,,,0.0004507919999241494,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0840.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0840.cnf,,,,,,ERROR,,,,,,0.0004472910000004049,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0841.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0841.cnf,,,,,,ERROR,,,,,,0.0012272080000457208,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0842.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0842.cnf,,,,,,ERROR,,,,,,0.00152624999998352,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0843.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0843.cnf,,,,,,ERROR,,,,,,0.0013594999999213542,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0844.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0844.cnf,,,,,,ERROR,,,,,,0.00180675000001429,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0845.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0845.cnf,,,,,,ERROR,,,,,,0.001319583000054081,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0846.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0846.cnf,,,,,,ERROR,,,,,,0.0012748330000249553,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0847.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0847.cnf,,,,,,ERROR,,,,,,0.0012218329999313937,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0848.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0848.cnf,,,,,,ERROR,,,,,,0.000501499999927546,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0849.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0849.cnf,,,,,,ERROR,,,,,,0.0036680420000720915,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-085.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-085.cnf,,,,,,ERROR,,,,,,0.0012373750000733708,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0850.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0850.cnf,,,,,,ERROR,,,,,,0.0017883750000464715,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0851.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0851.cnf,,,,,,ERROR,,,,,,0.0015729169999758597,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0852.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0852.cnf,,,,,,ERROR,,,,,,0.0013851669999667138,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0853.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0853.cnf,,,,,,ERROR,,,,,,0.000499291999972229,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0854.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0854.cnf,,,,,,ERROR,,,,,,0.0016462500000216096,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0855.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0855.cnf,,,,,,ERROR,,,,,,0.00134008299994548,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0856.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0856.cnf,,,,,,ERROR,,,,,,0.00153849999992417,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0857.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0857.cnf,,,,,,ERROR,,,,,,0.0005122090000213575,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0858.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0858.cnf,,,,,,ERROR,,,,,,0.0004914160000453194,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0859.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0859.cnf,,,,,,ERROR,,,,,,0.0017387500000722866,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-086.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-086.cnf,,,,,,ERROR,,,,,,0.0010571249999884458,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0860.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0860.cnf,,,,,,ERROR,,,,,,0.0016827079999757188,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0861.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0861.cnf,,,,,,ERROR,,,,,,0.0015758749999577049,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0862.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0862.cnf,,,,,,ERROR,,,,,,0.0004905829999870548,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0863.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0863.cnf,,,,,,ERROR,,,,,,0.0013162919999558653,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0864.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0864.cnf,,,,,,ERROR,,,,,,0.0015395419999322257,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0865.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0865.cnf,,,,,,ERROR,,,,,,0.0016788750000387154,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0866.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0866.cnf,,,,,,ERROR,,,,,,0.0015326249999816355,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0867.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0867.cnf,,,,,,ERROR,,,,,,0.0014745419999826481,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0868.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0868.cnf,,,,,,ERROR,,,,,,0.001951667000071211,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0869.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0869.cnf,,,,,,ERROR,,,,,,0.000493666000011217,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-087.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-087.cnf,,,,,,ERROR,,,,,,0.0005066659999783951,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0870.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0870.cnf,,,,,,ERROR,,,,,,0.0004987910000409101,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0871.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0871.cnf,,,,,,ERROR,,,,,,0.000503792000017711,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0872.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0872.cnf,,,,,,ERROR,,,,,,0.0015666250000094806,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0873.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0873.cnf,,,,,,ERROR,,,,,,0.0012702910000825796,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0874.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0874.cnf,,,,,,ERROR,,,,,,0.0015330410000160555,ValueError: invalid literal for int() with base 10: '%'
uuf100-430.tar.gz,uuf100-430,UUF100.430.1000/uuf100-0875.cnf,uuf100-430.tar.gz::UUF100.430.1000/uuf100-0875.cnf,,,,,,ERROR,,,,,,0.0015641250000726359,ValueError: invalid literal for int() with base 10: '%'
